"","source","type","score","phase","gene_id","gene_type","gene_name","level","havana_gene","tag","gene_id_no_ver","length"
"MPI","HAVANA","gene",NA,NA,"ENSG00000178802.13","protein_coding","MPI","1","OTTHUMG00000142826.7",NA,"ENSG00000178802",NA
"H1FOO","HAVANA","gene",NA,NA,"ENSG00000178804.3","protein_coding","H1FOO","1","OTTHUMG00000159541.5",NA,"ENSG00000178804",NA
"TRIM73","HAVANA","gene",NA,NA,"ENSG00000178809.7","protein_coding","TRIM73","2","OTTHUMG00000156075.6",NA,"ENSG00000178809",NA
"OPLAH","HAVANA","gene",NA,NA,"ENSG00000178814.11","protein_coding","OPLAH","2","OTTHUMG00000165435.3",NA,"ENSG00000178814",NA
"TMEM52","HAVANA","gene",NA,NA,"ENSG00000178821.8","protein_coding","TMEM52","2","OTTHUMG00000000944.6",NA,"ENSG00000178821",NA
"TMEM139","HAVANA","gene",NA,NA,"ENSG00000178826.6","protein_coding","TMEM139","2","OTTHUMG00000152652.2",NA,"ENSG00000178826",NA
"RNF186","HAVANA","gene",NA,NA,"ENSG00000178828.5","protein_coding","RNF186","2","OTTHUMG00000002709.1",NA,"ENSG00000178828",NA
"EFCAB13","HAVANA","gene",NA,NA,"ENSG00000178852.11","protein_coding","EFCAB13","1","OTTHUMG00000164767.5",NA,"ENSG00000178852",NA
"MSC","HAVANA","gene",NA,NA,"ENSG00000178860.8","protein_coding","MSC","2","OTTHUMG00000164489.1",NA,"ENSG00000178860",NA
"APOLD1","HAVANA","gene",NA,NA,"ENSG00000178878.8","protein_coding","APOLD1","2","OTTHUMG00000153561.1","ncRNA_host","ENSG00000178878",NA
"FAM101A","HAVANA","gene",NA,NA,"ENSG00000178882.9","protein_coding","FAM101A","2","OTTHUMG00000168609.2",NA,"ENSG00000178882",NA
"EXOSC4","HAVANA","gene",NA,NA,"ENSG00000178896.6","protein_coding","EXOSC4","1","OTTHUMG00000165437.1",NA,"ENSG00000178896",NA
"DPY19L3","HAVANA","gene",NA,NA,"ENSG00000178904.14","protein_coding","DPY19L3","2","OTTHUMG00000180222.7",NA,"ENSG00000178904",NA
"TAF7","HAVANA","gene",NA,NA,"ENSG00000178913.5","protein_coding","TAF7","2","OTTHUMG00000129628.2",NA,"ENSG00000178913",NA
"ZNF852","HAVANA","gene",NA,NA,"ENSG00000178917.10","protein_coding","ZNF852","2","OTTHUMG00000156453.2",NA,"ENSG00000178917",NA
"FOXE1","HAVANA","gene",NA,NA,"ENSG00000178919.7","protein_coding","FOXE1","2","OTTHUMG00000020333.1",NA,"ENSG00000178919",NA
"PFAS","HAVANA","gene",NA,NA,"ENSG00000178921.9","protein_coding","PFAS","2","OTTHUMG00000108188.3",NA,"ENSG00000178921",NA
"HYI","HAVANA","gene",NA,NA,"ENSG00000178922.12","protein_coding","HYI","2","OTTHUMG00000007502.3",NA,"ENSG00000178922",NA
"C17orf62","HAVANA","gene",NA,NA,"ENSG00000178927.12","protein_coding","C17orf62","1","OTTHUMG00000178770.2",NA,"ENSG00000178927",NA
"TPRX1","HAVANA","gene",NA,NA,"ENSG00000178928.4","protein_coding","TPRX1","2","OTTHUMG00000170628.1",NA,"ENSG00000178928",NA
"LGALS7B","HAVANA","gene",NA,NA,"ENSG00000178934.4","protein_coding","LGALS7B","2","OTTHUMG00000182607.1",NA,"ENSG00000178934",NA
"ZNF552","HAVANA","gene",NA,NA,"ENSG00000178935.5","protein_coding","ZNF552","2","OTTHUMG00000183478.1",NA,"ENSG00000178935",NA
"GAK","HAVANA","gene",NA,NA,"ENSG00000178950.12","protein_coding","GAK","1","OTTHUMG00000088301.4",NA,"ENSG00000178950",NA
"ZBTB7A","HAVANA","gene",NA,NA,"ENSG00000178951.4","protein_coding","ZBTB7A","2","OTTHUMG00000181792.2",NA,"ENSG00000178951",NA
"TUFM","HAVANA","gene",NA,NA,"ENSG00000178952.4","protein_coding","TUFM","2","OTTHUMG00000097039.3","ncRNA_host","ENSG00000178952",NA
"C1orf173","HAVANA","gene",NA,NA,"ENSG00000178965.9","protein_coding","C1orf173","2","OTTHUMG00000009622.4",NA,"ENSG00000178965",NA
"RMI1","HAVANA","gene",NA,NA,"ENSG00000178966.11","protein_coding","RMI1","2","OTTHUMG00000020113.1","ncRNA_host","ENSG00000178966",NA
"CTC1","HAVANA","gene",NA,NA,"ENSG00000178971.9","protein_coding","CTC1","1","OTTHUMG00000178443.2",NA,"ENSG00000178971",NA
"FBXO34","HAVANA","gene",NA,NA,"ENSG00000178974.5","protein_coding","FBXO34","2","OTTHUMG00000171033.1",NA,"ENSG00000178974",NA
"SEPW1","HAVANA","gene",NA,NA,"ENSG00000178980.10","protein_coding","SEPW1","2","OTTHUMG00000183061.2",NA,"ENSG00000178980",NA
"EIF3K","HAVANA","gene",NA,NA,"ENSG00000178982.5","protein_coding","EIF3K","1","OTTHUMG00000180865.2",NA,"ENSG00000178982",NA
"MRFAP1L1","HAVANA","gene",NA,NA,"ENSG00000178988.10","protein_coding","MRFAP1L1","2","OTTHUMG00000125507.3",NA,"ENSG00000178988",NA
"SNX18","HAVANA","gene",NA,NA,"ENSG00000178996.8","protein_coding","SNX18","2","OTTHUMG00000096994.2",NA,"ENSG00000178996",NA
"EXD1","HAVANA","gene",NA,NA,"ENSG00000178997.7","protein_coding","EXD1","2","OTTHUMG00000130232.3","ncRNA_host","ENSG00000178997",NA
"AURKB","HAVANA","gene",NA,NA,"ENSG00000178999.8","protein_coding","AURKB","1","OTTHUMG00000108189.2",NA,"ENSG00000178999",NA
"TAS1R2","HAVANA","gene",NA,NA,"ENSG00000179002.5","protein_coding","TAS1R2","1","OTTHUMG00000002442.1",NA,"ENSG00000179002",NA
"C14orf39","HAVANA","gene",NA,NA,"ENSG00000179008.4","protein_coding","C14orf39","2","OTTHUMG00000140332.3",NA,"ENSG00000179008",NA
"MRFAP1","HAVANA","gene",NA,NA,"ENSG00000179010.10","protein_coding","MRFAP1","2","OTTHUMG00000125504.3",NA,"ENSG00000179010",NA
"C3orf38","HAVANA","gene",NA,NA,"ENSG00000179021.5","protein_coding","C3orf38","1","OTTHUMG00000155752.2",NA,"ENSG00000179021",NA
"KLHDC7A","HAVANA","gene",NA,NA,"ENSG00000179023.7","protein_coding","KLHDC7A","2","OTTHUMG00000002431.3",NA,"ENSG00000179023",NA
"RP11-363G10.2","HAVANA","gene",NA,NA,"ENSG00000179028.4","protein_coding","RP11-363G10.2","2","OTTHUMG00000021548.1",NA,"ENSG00000179028",NA
"TMEM107","HAVANA","gene",NA,NA,"ENSG00000179029.10","protein_coding","TMEM107","1","OTTHUMG00000166276.2","ncRNA_host","ENSG00000179029",NA
"AP001885.1","ENSEMBL","gene",NA,NA,"ENSG00000179038.7","protein_coding","AP001885.1","3",NA,NA,"ENSG00000179038",NA
"RRS1","HAVANA","gene",NA,NA,"ENSG00000179041.2","protein_coding","RRS1","2","OTTHUMG00000164765.1",NA,"ENSG00000179041",NA
"EXOC3L1","HAVANA","gene",NA,NA,"ENSG00000179044.11","protein_coding","EXOC3L1","1","OTTHUMG00000137508.4",NA,"ENSG00000179044",NA
"TRIML2","HAVANA","gene",NA,NA,"ENSG00000179046.4","protein_coding","TRIML2","1","OTTHUMG00000160225.1",NA,"ENSG00000179046",NA
"RCC2","HAVANA","gene",NA,NA,"ENSG00000179051.9","protein_coding","RCC2","2","OTTHUMG00000002513.1","ncRNA_host","ENSG00000179051",NA
"OR13D1","HAVANA","gene",NA,NA,"ENSG00000179055.5","protein_coding","OR13D1","2","OTTHUMG00000020412.1",NA,"ENSG00000179055",NA
"IGSF22","HAVANA","gene",NA,NA,"ENSG00000179057.9","protein_coding","IGSF22","2","OTTHUMG00000160502.3",NA,"ENSG00000179057",NA
"C9orf50","HAVANA","gene",NA,NA,"ENSG00000179058.5","protein_coding","C9orf50","2","OTTHUMG00000020786.1",NA,"ENSG00000179058",NA
"ZFP42","HAVANA","gene",NA,NA,"ENSG00000179059.5","protein_coding","ZFP42","2","OTTHUMG00000160235.1",NA,"ENSG00000179059",NA
"AC020907.1","ENSEMBL","gene",NA,NA,"ENSG00000179066.6","protein_coding","AC020907.1","3",NA,NA,"ENSG00000179066",NA
"CCDC89","HAVANA","gene",NA,NA,"ENSG00000179071.3","protein_coding","CCDC89","2","OTTHUMG00000166976.1",NA,"ENSG00000179071",NA
"FAM133A","HAVANA","gene",NA,NA,"ENSG00000179083.5","protein_coding","FAM133A","2","OTTHUMG00000021975.1",NA,"ENSG00000179083",NA
"DPM3","HAVANA","gene",NA,NA,"ENSG00000179085.7","protein_coding","DPM3","2","OTTHUMG00000035335.1",NA,"ENSG00000179085",NA
"C12orf42","HAVANA","gene",NA,NA,"ENSG00000179088.10","protein_coding","C12orf42","2","OTTHUMG00000169988.3","ncRNA_host","ENSG00000179088",NA
"CYC1","HAVANA","gene",NA,NA,"ENSG00000179091.4","protein_coding","CYC1","2","OTTHUMG00000165242.1",NA,"ENSG00000179091",NA
"PER1","HAVANA","gene",NA,NA,"ENSG00000179094.9","protein_coding","PER1","1","OTTHUMG00000178317.3",NA,"ENSG00000179094",NA
"HTR1F","HAVANA","gene",NA,NA,"ENSG00000179097.4","protein_coding","HTR1F","2","OTTHUMG00000159008.1",NA,"ENSG00000179097",NA
"TMTC2","HAVANA","gene",NA,NA,"ENSG00000179104.4","protein_coding","TMTC2","2","OTTHUMG00000169736.2","ncRNA_host","ENSG00000179104",NA
"HES7","HAVANA","gene",NA,NA,"ENSG00000179111.4","protein_coding","HES7","2","OTTHUMG00000178316.1",NA,"ENSG00000179111",NA
"FARSA","HAVANA","gene",NA,NA,"ENSG00000179115.6","protein_coding","FARSA","2","OTTHUMG00000180569.2",NA,"ENSG00000179115",NA
"SPTY2D1","HAVANA","gene",NA,NA,"ENSG00000179119.10","protein_coding","SPTY2D1","2","OTTHUMG00000167733.1",NA,"ENSG00000179119",NA
"C10orf67","HAVANA","gene",NA,NA,"ENSG00000179133.7","protein_coding","C10orf67","2","OTTHUMG00000017818.1",NA,"ENSG00000179133",NA
"SAMD4B","HAVANA","gene",NA,NA,"ENSG00000179134.10","protein_coding","SAMD4B","2","OTTHUMG00000182967.1","ncRNA_host","ENSG00000179134",NA
"CYP11B2","HAVANA","gene",NA,NA,"ENSG00000179142.2","protein_coding","CYP11B2","2","OTTHUMG00000160254.1",NA,"ENSG00000179142",NA
"GIMAP7","HAVANA","gene",NA,NA,"ENSG00000179144.4","protein_coding","GIMAP7","2","OTTHUMG00000157626.1",NA,"ENSG00000179144",NA
"ALOXE3","HAVANA","gene",NA,NA,"ENSG00000179148.5","protein_coding","ALOXE3","2","OTTHUMG00000108179.2",NA,"ENSG00000179148",NA
"EDC3","HAVANA","gene",NA,NA,"ENSG00000179151.7","protein_coding","EDC3","2","OTTHUMG00000142815.7",NA,"ENSG00000179151",NA
"TCAIM","HAVANA","gene",NA,NA,"ENSG00000179152.14","protein_coding","TCAIM","2","OTTHUMG00000133049.5",NA,"ENSG00000179152",NA
"FUCA1","HAVANA","gene",NA,NA,"ENSG00000179163.11","protein_coding","FUCA1","2","OTTHUMG00000002965.2",NA,"ENSG00000179163",NA
"PXT1","HAVANA","gene",NA,NA,"ENSG00000179165.9","protein_coding","PXT1","1","OTTHUMG00000159815.3",NA,"ENSG00000179165",NA
"GGN","HAVANA","gene",NA,NA,"ENSG00000179168.10","protein_coding","GGN","1","OTTHUMG00000182080.1",NA,"ENSG00000179168",NA
"HNRNPCL1","HAVANA","gene",NA,NA,"ENSG00000179172.7","protein_coding","HNRNPCL1","2","OTTHUMG00000001931.1",NA,"ENSG00000179172",NA
"TMEM125","HAVANA","gene",NA,NA,"ENSG00000179178.6","protein_coding","TMEM125","2","OTTHUMG00000007288.2",NA,"ENSG00000179178",NA
"ZNF664","HAVANA","gene",NA,NA,"ENSG00000179195.11","protein_coding","ZNF664","2","OTTHUMG00000168596.2",NA,"ENSG00000179195",NA
"SIGLECL1","HAVANA","gene",NA,NA,"ENSG00000179213.9","protein_coding","SIGLECL1","2","OTTHUMG00000182881.2",NA,"ENSG00000179213",NA
"CALR","HAVANA","gene",NA,NA,"ENSG00000179218.9","protein_coding","CALR","2","OTTHUMG00000180574.1",NA,"ENSG00000179218",NA
"MAGED1","HAVANA","gene",NA,NA,"ENSG00000179222.13","protein_coding","MAGED1","2","OTTHUMG00000021540.2",NA,"ENSG00000179222",NA
"RP11-111M22.2","HAVANA","gene",NA,NA,"ENSG00000179240.4","protein_coding","RP11-111M22.2","1","OTTHUMG00000165281.1",NA,"ENSG00000179240",NA
"LDLRAD3","HAVANA","gene",NA,NA,"ENSG00000179241.8","protein_coding","LDLRAD3","2","OTTHUMG00000166313.1","ncRNA_host","ENSG00000179241",NA
"CDH4","HAVANA","gene",NA,NA,"ENSG00000179242.11","protein_coding","CDH4","2","OTTHUMG00000032890.2",NA,"ENSG00000179242",NA
"RP11-429E11.3","HAVANA","gene",NA,NA,"ENSG00000179253.3","protein_coding","RP11-429E11.3","2","OTTHUMG00000032887.1",NA,"ENSG00000179253",NA
"SMCO3","HAVANA","gene",NA,NA,"ENSG00000179256.2","protein_coding","SMCO3","2","OTTHUMG00000167474.1",NA,"ENSG00000179256",NA
"RAD23A","HAVANA","gene",NA,NA,"ENSG00000179262.5","protein_coding","RAD23A","2","OTTHUMG00000180723.2",NA,"ENSG00000179262",NA
"C2orf71","HAVANA","gene",NA,NA,"ENSG00000179270.6","protein_coding","C2orf71","1","OTTHUMG00000152024.3",NA,"ENSG00000179270",NA
"GADD45GIP1","HAVANA","gene",NA,NA,"ENSG00000179271.1","protein_coding","GADD45GIP1","2","OTTHUMG00000180724.2",NA,"ENSG00000179271",NA
"DAND5","HAVANA","gene",NA,NA,"ENSG00000179284.4","protein_coding","DAND5","2","OTTHUMG00000180725.1",NA,"ENSG00000179284",NA
"TMEM151A","HAVANA","gene",NA,NA,"ENSG00000179292.4","protein_coding","TMEM151A","2","OTTHUMG00000166920.1",NA,"ENSG00000179292",NA
"PTPN11","HAVANA","gene",NA,NA,"ENSG00000179295.11","protein_coding","PTPN11","2","OTTHUMG00000134334.2",NA,"ENSG00000179295",NA
"NSUN7","HAVANA","gene",NA,NA,"ENSG00000179299.12","protein_coding","NSUN7","1","OTTHUMG00000128597.4",NA,"ENSG00000179299",NA
"ZCCHC5","HAVANA","gene",NA,NA,"ENSG00000179300.3","protein_coding","ZCCHC5","2","OTTHUMG00000021892.1",NA,"ENSG00000179300",NA
"FAM156B","HAVANA","gene",NA,NA,"ENSG00000179304.12","protein_coding","FAM156B","2","OTTHUMG00000021594.4",NA,"ENSG00000179304",NA
"WSCD1","HAVANA","gene",NA,NA,"ENSG00000179314.9","protein_coding","WSCD1","2","OTTHUMG00000177794.4",NA,"ENSG00000179314",NA
"RAB39A","HAVANA","gene",NA,NA,"ENSG00000179331.2","protein_coding","RAB39A","2","OTTHUMG00000166367.1",NA,"ENSG00000179331",NA
"CLK3","HAVANA","gene",NA,NA,"ENSG00000179335.14","protein_coding","CLK3","1","OTTHUMG00000141320.11",NA,"ENSG00000179335",NA
"HLA-DQB1","HAVANA","gene",NA,NA,"ENSG00000179344.12","protein_coding","HLA-DQB1","1","OTTHUMG00000031124.3",NA,"ENSG00000179344",NA
"GATA2","HAVANA","gene",NA,NA,"ENSG00000179348.7","protein_coding","GATA2","2","OTTHUMG00000159689.1",NA,"ENSG00000179348",NA
"ARID3B","HAVANA","gene",NA,NA,"ENSG00000179361.13","protein_coding","ARID3B","1","OTTHUMG00000141321.2",NA,"ENSG00000179361",NA
"TMEM31","HAVANA","gene",NA,NA,"ENSG00000179363.6","protein_coding","TMEM31","2","OTTHUMG00000022109.1",NA,"ENSG00000179363",NA
"PACS2","HAVANA","gene",NA,NA,"ENSG00000179364.9","protein_coding","PACS2","1","OTTHUMG00000170450.1",NA,"ENSG00000179364",NA
"ELMOD2","HAVANA","gene",NA,NA,"ENSG00000179387.5","protein_coding","ELMOD2","2","OTTHUMG00000133417.4",NA,"ENSG00000179387",NA
"EGR3","HAVANA","gene",NA,NA,"ENSG00000179388.8","protein_coding","EGR3","2","OTTHUMG00000097825.2",NA,"ENSG00000179388",NA
"C1orf101","HAVANA","gene",NA,NA,"ENSG00000179397.13","protein_coding","C1orf101","2","OTTHUMG00000040103.2",NA,"ENSG00000179397",NA
"GPC5","HAVANA","gene",NA,NA,"ENSG00000179399.9","protein_coding","GPC5","2","OTTHUMG00000017200.1","ncRNA_host","ENSG00000179399",NA
"VWA1","HAVANA","gene",NA,NA,"ENSG00000179403.10","protein_coding","VWA1","2","OTTHUMG00000002975.3",NA,"ENSG00000179403",NA
"DNAJB8","HAVANA","gene",NA,NA,"ENSG00000179407.3","protein_coding","DNAJB8","2","OTTHUMG00000159690.1",NA,"ENSG00000179407",NA
"GEMIN4","HAVANA","gene",NA,NA,"ENSG00000179409.6","protein_coding","GEMIN4","1","OTTHUMG00000177495.2",NA,"ENSG00000179409",NA
"FJX1","HAVANA","gene",NA,NA,"ENSG00000179431.5","protein_coding","FJX1","2","OTTHUMG00000166310.1",NA,"ENSG00000179431",NA
"KLHL28","HAVANA","gene",NA,NA,"ENSG00000179454.9","protein_coding","KLHL28","1","OTTHUMG00000140263.4",NA,"ENSG00000179454",NA
"MKRN3","HAVANA","gene",NA,NA,"ENSG00000179455.6","protein_coding","MKRN3","1","OTTHUMG00000129160.2",NA,"ENSG00000179455",NA
"ZBTB18","HAVANA","gene",NA,NA,"ENSG00000179456.9","protein_coding","ZBTB18","2","OTTHUMG00000040013.2",NA,"ENSG00000179456",NA
"OR9A2","HAVANA","gene",NA,NA,"ENSG00000179468.5","protein_coding","OR9A2","2","OTTHUMG00000158386.1",NA,"ENSG00000179468",NA
"C14orf28","HAVANA","gene",NA,NA,"ENSG00000179476.3","protein_coding","C14orf28","1","OTTHUMG00000170722.1",NA,"ENSG00000179476",NA
"ALOX12B","HAVANA","gene",NA,NA,"ENSG00000179477.5","protein_coding","ALOX12B","2","OTTHUMG00000108180.3",NA,"ENSG00000179477",NA
"SLC17A8","HAVANA","gene",NA,NA,"ENSG00000179520.6","protein_coding","SLC17A8","2","OTTHUMG00000170358.2","ncRNA_host","ENSG00000179520",NA
"SHARPIN","HAVANA","gene",NA,NA,"ENSG00000179526.12","protein_coding","SHARPIN","2","OTTHUMG00000165243.1",NA,"ENSG00000179526",NA
"LBX2","HAVANA","gene",NA,NA,"ENSG00000179528.11","protein_coding","LBX2","1","OTTHUMG00000170595.3",NA,"ENSG00000179528",NA
"DNHD1","HAVANA","gene",NA,NA,"ENSG00000179532.8","protein_coding","DNHD1","1","OTTHUMG00000133403.5",NA,"ENSG00000179532",NA
"SLITRK4","HAVANA","gene",NA,NA,"ENSG00000179542.11","protein_coding","SLITRK4","2","OTTHUMG00000022580.1",NA,"ENSG00000179542",NA
"HTR1D","HAVANA","gene",NA,NA,"ENSG00000179546.3","protein_coding","HTR1D","2","OTTHUMG00000003235.1",NA,"ENSG00000179546",NA
"GCC1","HAVANA","gene",NA,NA,"ENSG00000179562.2","protein_coding","GCC1","2","OTTHUMG00000023590.3",NA,"ENSG00000179562",NA
"LSMEM2","HAVANA","gene",NA,NA,"ENSG00000179564.3","protein_coding","LSMEM2","2","OTTHUMG00000156938.1",NA,"ENSG00000179564",NA
"RNF151","HAVANA","gene",NA,NA,"ENSG00000179580.5","protein_coding","RNF151","2","OTTHUMG00000176852.2",NA,"ENSG00000179580",NA
"CIITA","HAVANA","gene",NA,NA,"ENSG00000179583.13","protein_coding","CIITA","2","OTTHUMG00000129753.2",NA,"ENSG00000179583",NA
"ZFPM1","HAVANA","gene",NA,NA,"ENSG00000179588.4","protein_coding","ZFPM1","2","OTTHUMG00000173152.3","ncRNA_host","ENSG00000179588",NA
"ALOX15B","HAVANA","gene",NA,NA,"ENSG00000179593.11","protein_coding","ALOX15B","1","OTTHUMG00000108181.3",NA,"ENSG00000179593",NA
"PLD6","HAVANA","gene",NA,NA,"ENSG00000179598.5","protein_coding","PLD6","2","OTTHUMG00000059278.2",NA,"ENSG00000179598",NA
"GRM8","HAVANA","gene",NA,NA,"ENSG00000179603.13","protein_coding","GRM8","2","OTTHUMG00000022888.9","ncRNA_host","ENSG00000179603",NA
"CDC42EP4","HAVANA","gene",NA,NA,"ENSG00000179604.8","protein_coding","CDC42EP4","2","OTTHUMG00000178419.1",NA,"ENSG00000179604",NA
"OR2AP1","HAVANA","gene",NA,NA,"ENSG00000179615.1","protein_coding","OR2AP1","2","OTTHUMG00000169960.1",NA,"ENSG00000179615",NA
"OR6C4","HAVANA","gene",NA,NA,"ENSG00000179626.3","protein_coding","OR6C4","2","OTTHUMG00000169959.1",NA,"ENSG00000179626",NA
"ZBTB42","HAVANA","gene",NA,NA,"ENSG00000179627.9","protein_coding","ZBTB42","2","OTTHUMG00000170790.1",NA,"ENSG00000179627",NA
"LACC1","HAVANA","gene",NA,NA,"ENSG00000179630.6","protein_coding","LACC1","2","OTTHUMG00000016826.3",NA,"ENSG00000179630",NA
"MAF1","HAVANA","gene",NA,NA,"ENSG00000179632.5","protein_coding","MAF1","2","OTTHUMG00000165244.2",NA,"ENSG00000179632",NA
"TPPP2","HAVANA","gene",NA,NA,"ENSG00000179636.10","protein_coding","TPPP2","1","OTTHUMG00000171071.1",NA,"ENSG00000179636",NA
"FCER1A","HAVANA","gene",NA,NA,"ENSG00000179639.6","protein_coding","FCER1A","2","OTTHUMG00000037176.2",NA,"ENSG00000179639",NA
"RPRML","HAVANA","gene",NA,NA,"ENSG00000179673.3","protein_coding","RPRML","2","OTTHUMG00000178187.1",NA,"ENSG00000179673",NA
"ARL14","HAVANA","gene",NA,NA,"ENSG00000179674.2","protein_coding","ARL14","2","OTTHUMG00000159031.1",NA,"ENSG00000179674",NA
"OR6C2","HAVANA","gene",NA,NA,"ENSG00000179695.1","protein_coding","OR6C2","2","OTTHUMG00000169957.1",NA,"ENSG00000179695",NA
"KIAA1875","HAVANA","gene",NA,NA,"ENSG00000179698.9","protein_coding","KIAA1875","2","OTTHUMG00000165245.2",NA,"ENSG00000179698",NA
"NLRP8","HAVANA","gene",NA,NA,"ENSG00000179709.4","protein_coding","NLRP8","2","OTTHUMG00000181754.1",NA,"ENSG00000179709",NA
"PCED1B","HAVANA","gene",NA,NA,"ENSG00000179715.8","protein_coding","PCED1B","2","OTTHUMG00000169617.1","ncRNA_host","ENSG00000179715",NA
"APOBEC3B","HAVANA","gene",NA,NA,"ENSG00000179750.11","protein_coding","APOBEC3B","1","OTTHUMG00000151085.1",NA,"ENSG00000179750",NA
"SYCN","HAVANA","gene",NA,NA,"ENSG00000179751.6","protein_coding","SYCN","2","OTTHUMG00000182803.1",NA,"ENSG00000179751",NA
"CTD-2144E22.5","HAVANA","gene",NA,NA,"ENSG00000179755.2","protein_coding","CTD-2144E22.5","2","OTTHUMG00000176223.2",NA,"ENSG00000179755",NA
"PIPOX","HAVANA","gene",NA,NA,"ENSG00000179761.7","protein_coding","PIPOX","2","OTTHUMG00000132679.3",NA,"ENSG00000179761",NA
"FOXS1","HAVANA","gene",NA,NA,"ENSG00000179772.6","protein_coding","FOXS1","2","OTTHUMG00000032183.2",NA,"ENSG00000179772",NA
"ATOH7","HAVANA","gene",NA,NA,"ENSG00000179774.7","protein_coding","ATOH7","2","OTTHUMG00000018346.1",NA,"ENSG00000179774",NA
"CDH5","HAVANA","gene",NA,NA,"ENSG00000179776.13","protein_coding","CDH5","1","OTTHUMG00000137495.7",NA,"ENSG00000179776",NA
"LRRC3B","HAVANA","gene",NA,NA,"ENSG00000179796.7","protein_coding","LRRC3B","2","OTTHUMG00000130572.6",NA,"ENSG00000179796",NA
"FAM216B","HAVANA","gene",NA,NA,"ENSG00000179813.2","protein_coding","FAM216B","2","OTTHUMG00000016809.2",NA,"ENSG00000179813",NA
"MRGPRX4","HAVANA","gene",NA,NA,"ENSG00000179817.3","protein_coding","MRGPRX4","2","OTTHUMG00000166442.1",NA,"ENSG00000179817",NA
"MYADM","HAVANA","gene",NA,NA,"ENSG00000179820.11","protein_coding","MYADM","2","OTTHUMG00000060775.3",NA,"ENSG00000179820",NA
"MRGPRX3","HAVANA","gene",NA,NA,"ENSG00000179826.5","protein_coding","MRGPRX3","2","OTTHUMG00000166435.1",NA,"ENSG00000179826",NA
"MROH1","HAVANA","gene",NA,NA,"ENSG00000179832.13","protein_coding","MROH1","1","OTTHUMG00000165781.1",NA,"ENSG00000179832",NA
"SERTAD2","HAVANA","gene",NA,NA,"ENSG00000179833.4","protein_coding","SERTAD2","2","OTTHUMG00000152678.3",NA,"ENSG00000179833",NA
"C1orf200","HAVANA","gene",NA,NA,"ENSG00000179840.5","protein_coding","C1orf200","2","OTTHUMG00000001452.1",NA,"ENSG00000179840",NA
"AKAP5","HAVANA","gene",NA,NA,"ENSG00000179841.8","protein_coding","AKAP5","2","OTTHUMG00000029634.4",NA,"ENSG00000179841",NA
"NKPD1","HAVANA","gene",NA,NA,"ENSG00000179846.7","protein_coding","NKPD1","2","OTTHUMG00000160521.3",NA,"ENSG00000179846",NA
"GIPC3","HAVANA","gene",NA,NA,"ENSG00000179855.5","protein_coding","GIPC3","2","OTTHUMG00000167425.1",NA,"ENSG00000179855",NA
"CITED4","HAVANA","gene",NA,NA,"ENSG00000179862.5","protein_coding","CITED4","2","OTTHUMG00000007728.1",NA,"ENSG00000179862",NA
"ABCA13","HAVANA","gene",NA,NA,"ENSG00000179869.10","protein_coding","ABCA13","1","OTTHUMG00000155840.2",NA,"ENSG00000179869",NA
"NLRP11","HAVANA","gene",NA,NA,"ENSG00000179873.10","protein_coding","NLRP11","2","OTTHUMG00000180921.4",NA,"ENSG00000179873",NA
"TIGD5","HAVANA","gene",NA,NA,"ENSG00000179886.4","protein_coding","TIGD5","2","OTTHUMG00000162260.1",NA,"ENSG00000179886",NA
"PDXDC1","HAVANA","gene",NA,NA,"ENSG00000179889.14","protein_coding","PDXDC1","2","OTTHUMG00000166304.2",NA,"ENSG00000179889",NA
"C1orf194","HAVANA","gene",NA,NA,"ENSG00000179902.8","protein_coding","C1orf194","1","OTTHUMG00000011735.3",NA,"ENSG00000179902",NA
"ZNF154","HAVANA","gene",NA,NA,"ENSG00000179909.11","protein_coding","ZNF154","2","OTTHUMG00000140375.2",NA,"ENSG00000179909",NA
"R3HDM2","HAVANA","gene",NA,NA,"ENSG00000179912.15","protein_coding","R3HDM2","1","OTTHUMG00000171568.3",NA,"ENSG00000179912",NA
"B3GNT3","HAVANA","gene",NA,NA,"ENSG00000179913.6","protein_coding","B3GNT3","2","OTTHUMG00000183490.1",NA,"ENSG00000179913",NA
"ITLN1","HAVANA","gene",NA,NA,"ENSG00000179914.4","protein_coding","ITLN1","2","OTTHUMG00000028604.2",NA,"ENSG00000179914",NA
"NRXN1","HAVANA","gene",NA,NA,"ENSG00000179915.16","protein_coding","NRXN1","1","OTTHUMG00000129263.13","ncRNA_host","ENSG00000179915",NA
"SEPHS2","HAVANA","gene",NA,NA,"ENSG00000179918.15","protein_coding","SEPHS2","2","OTTHUMG00000176988.9",NA,"ENSG00000179918",NA
"OR10A7","HAVANA","gene",NA,NA,"ENSG00000179919.3","protein_coding","OR10A7","2","OTTHUMG00000169860.1",NA,"ENSG00000179919",NA
"GPBAR1","HAVANA","gene",NA,NA,"ENSG00000179921.10","protein_coding","GPBAR1","2","OTTHUMG00000155203.3",NA,"ENSG00000179921",NA
"ZNF784","HAVANA","gene",NA,NA,"ENSG00000179922.5","protein_coding","ZNF784","2","OTTHUMG00000180860.2",NA,"ENSG00000179922",NA
"ZNF648","HAVANA","gene",NA,NA,"ENSG00000179930.5","protein_coding","ZNF648","2","OTTHUMG00000037302.1",NA,"ENSG00000179930",NA
